"Book Title","Author","ISBN","Rank","Week","x","y"
"FIRST COMES LOVE","Emily Giffin","9780345546920",17,287,8610,510
"THE NIGHTINGALE","Kristin Hannah","9780312577223",18,287,8610,540
"BEFORE THE FALL","Noah Hawley","9781455561780",19,287,8610,570
"DARK MATTER","Blake Crouch","9781101904220",20,287,8610,600
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",1,286,8580,30
"THE BLACK WIDOW","Daniel Silva","9780062320223",2,286,8580,60
"AFTER YOU","Jojo Moyes","9780525426592",3,286,8580,90
"BOSSMAN","Vi Keeland","9781942215462",4,286,8580,120
"ME BEFORE YOU","Jojo Moyes","9780670026609",5,286,8580,150
"NIGHT AND DAY","Iris Johansen","9781250075833",6,286,8580,180
"A MAN CALLED OVE","Fredrik Backman","9781476738024",7,286,8580,210
"OBSESSION","Helen Hardt","9781943893188",8,286,8580,240
"DIE AGAIN","Tess Gerritsen","9780345543851",9,286,8580,270
"FIRST COMES LOVE","Emily Giffin","9780345546920",10,286,8580,300
"THE WOMAN IN CABIN 10","Ruth Ware","9781501132933",11,286,8580,330
"THE GIRLS","Emma Cline","9780812998603",12,286,8580,360
"THE NIGHTINGALE","Kristin Hannah","9780312577223",13,286,8580,390
"THE GAMES","James Patterson and Mark Sullivan","9780316407113",14,286,8580,420
"MAGIC","Danielle Steel","9780345531100",15,286,8580,450
"FALLING","Jane Green","9780399583285",16,286,8580,480
"BEFORE THE FALL","Noah Hawley","9781455561780",17,286,8580,510
"MILK AND HONEY","Rupi Kaur","9781449474256",18,286,8580,540
"THE TRIAL","James Patterson with Maxine Paetro","9780316317153",19,286,8580,570
"CRAVING","Helen Hardt",NA,20,286,8580,600
"THE BLACK WIDOW","Daniel Silva","9780062320223",1,285,8550,30
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",2,285,8550,60
"ME BEFORE YOU","Jojo Moyes","9780670026609",3,285,8550,90
"BEFORE THE FALL","Noah Hawley","9781455561780",4,285,8550,120
"THE GUARDIAN","Nicholas Sparks","9780759527881",5,285,8550,150
"FIRST COMES LOVE","Emily Giffin","9780345546920",6,285,8550,180
"THE GIRLS","Emma Cline","9780812998603",7,285,8550,210
"THE GAMES","James Patterson and Mark Sullivan","9780316407113",8,285,8550,240
"A MAN CALLED OVE","Fredrik Backman","9781476738024",9,285,8550,270
"MAGIC","Danielle Steel","9780345531100",10,285,8550,300
"THE NIGHTINGALE","Kristin Hannah","9780312577223",11,285,8550,330
"END OF WATCH","Stephen King","9781501129742",12,285,8550,360
"THE TRIAL","James Patterson with Maxine Paetro","9780316317153",13,285,8550,390
"AMONG THE WICKED","Linda Castillo","9781250061577",14,285,8550,420
"DAUGHTERS OF THE BRIDE","Susan Mallery","9781460394359",15,285,8550,450
"AFTER YOU","Jojo Moyes","9780525426592",16,285,8550,480
"FOREIGN AGENT","Brad Thor","9781476789354",17,285,8550,510
"LIFE DEBT: AFTERMATH","Chuck Wendig","9781101966938",18,285,8550,540
"HERE'S TO US","Elin Hilderbrand","9780316375146",19,285,8550,570
"THE BLACK ICE","Michael Connelly","9780759525788",20,285,8550,600
"ME BEFORE YOU","Jojo Moyes","9780670026609",1,284,8520,30
"THE TRIAL","James Patterson with Maxine Paetro","9780316317153",2,284,8520,60
"MAGIC","Danielle Steel","9780345531100",3,284,8520,90
"FIRST COMES LOVE","Emily Giffin","9780345546920",4,284,8520,120
"THE GAMES","James Patterson and Mark Sullivan","9780316407113",5,284,8520,150
"THE GIRLS","Emma Cline","9780812998603",6,284,8520,180
"HITCHED","Kendall Ryan",NA,7,284,8520,210
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",8,284,8520,240
"A MAN CALLED OVE","Fredrik Backman","9781476738024",9,284,8520,270
"AFTER YOU","Jojo Moyes","9780525426592",10,284,8520,300
"FOREIGN AGENT","Brad Thor","9781476789354",11,284,8520,330
"BEFORE THE FALL","Noah Hawley","9781455561780",12,284,8520,360
"END OF WATCH","Stephen King","9781501129742",13,284,8520,390
"LITTLE BLACK DRESS","James Patterson and Emily Raymond","9780316276382",14,284,8520,420
"HERE'S TO US","Elin Hilderbrand","9780316375146",15,284,8520,450
"WHAT THE DEAD KNOW","Laura Lippman","9780061796784",16,284,8520,480
"THE NIGHTINGALE","Kristin Hannah","9780312577223",17,284,8520,510
"MOONSHOT","Alessandra Torre","9781940941776",18,284,8520,540
"A GAME OF THRONES","George RR Martin","9780553573404",19,284,8520,570
"SAY YOU'LL STAY","Corinne Michaels","9781942834182",20,284,8520,600
"THE GAMES","James Patterson and Mark Sullivan","9780316407113",1,283,8490,30
"ME BEFORE YOU","Jojo Moyes","9780670026609",2,283,8490,60
"FIRST COMES LOVE","Emily Giffin","9780345546920",3,283,8490,90
"SHADOW RIDER","Christine Feehan","9780515156133",4,283,8490,120
"THE GIRLS","Emma Cline","9780812998603",5,283,8490,150
"END OF WATCH","Stephen King","9781501129742",6,283,8490,180
"HERE'S TO US","Elin Hilderbrand","9780316375146",7,283,8490,210
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",8,283,8490,240
"AFTER YOU","Jojo Moyes","9780525426592",9,283,8490,270
"FOREIGN AGENT","Brad Thor","9781476789354",10,283,8490,300
"A GAME OF THRONES","George RR Martin","9780553573404",11,283,8490,330
"BEFORE THE FALL","Noah Hawley","9781455561780",12,283,8490,360
"BAY OF SIGHS","Nora Roberts","9780425280119",13,283,8490,390
"A MAN CALLED OVE","Fredrik Backman","9781476738024",14,283,8490,420
"THE NIGHTINGALE","Kristin Hannah","9780312577223",15,283,8490,450
"A GENTLEMAN NEVER TELLS","Eloisa James","9780062573063",16,283,8490,480
"SAY YOU'LL STAY","Corinne Michaels","9781942834182",17,283,8490,510
"CROSS KILL","James Patterson","9780316317146",18,283,8490,540
"GHOSTS OF WAR","Brad Taylor","9780525954927",19,283,8490,570
"SWEET LITTLE LIES","Jill Shalvis","9780062448026",20,283,8490,600
"ME BEFORE YOU","Jojo Moyes","9780670026609",1,282,8460,30
"END OF WATCH","Stephen King","9781501129742",2,282,8460,60
"THE PURSUIT","Janet Evanovich and Lee Goldberg","9780553392777",3,282,8460,90
"BAY OF SIGHS","Nora Roberts","9780425280119",4,282,8460,120
"HERE'S TO US","Elin Hilderbrand","9780316375146",5,282,8460,150
"FOREIGN AGENT","Brad Thor","9781476789354",6,282,8460,180
"THE GIRLS","Emma Cline","9780812998603",7,282,8460,210
"GO SET A WATCHMAN","Harper Lee","9780062409850",8,282,8460,240
"BEFORE THE FALL","Noah Hawley","9781455561780",9,282,8460,270
"CROSS KILL","James Patterson","9780316317146",10,282,8460,300
"AFTER YOU","Jojo Moyes","9780525426592",11,282,8460,330
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",12,282,8460,360
"THE MURDER HOUSE","James Patterson and David Ellis","9780316410984",13,282,8460,390
"TOM CLANCY: DUTY AND HONOR","Grant Blackwood","9780399176807",14,282,8460,420
"A MAN CALLED OVE","Fredrik Backman","9781476738024",15,282,8460,450
"SAY YOU'LL STAY","Corinne Michaels","9781942834182",16,282,8460,480
"RIVERBEND ROAD","Raeanne Thayne","9780373789832",17,282,8460,510
"THE NIGHTINGALE","Kristin Hannah","9780312577223",18,282,8460,540
"15TH AFFAIR","James Patterson and Maxine Paetro","9780316407076",19,282,8460,570
"BORN OF LEGEND","Sherrilyn Kenyon","9781250082824",20,282,8460,600
"BAY OF SIGHS","Nora Roberts","9780425280119",1,281,8430,30
"ME BEFORE YOU","Jojo Moyes","9780670026609",2,281,8430,60
"FOREIGN AGENT","Brad Thor","9781476789354",3,281,8430,90
"END OF WATCH","Stephen King","9781501129742",4,281,8430,120
"THE NIGHTINGALE","Kristin Hannah","9780312577223",5,281,8430,150
"HERE'S TO US","Elin Hilderbrand","9780316375146",6,281,8430,180
"TOM CLANCY: DUTY AND HONOR","Grant Blackwood","9780399176807",7,281,8430,210
"THE GIRLS","Emma Cline","9780812998603",8,281,8430,240
"CROSS KILL","James Patterson","9780316317146",9,281,8430,270
"AFTER YOU","Jojo Moyes","9780525426592",10,281,8430,300
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",11,281,8430,330
"BEFORE THE FALL","Noah Hawley","9781455561780",12,281,8430,360
"THE LAST MILE","David Baldacci","9781455586455",13,281,8430,390
"A MAN CALLED OVE","Fredrik Backman","9781476738024",14,281,8430,420
"ZOO 2","James Patterson with Max DiLallo","9780316317122",15,281,8430,450
"THE EMPEROR'S REVENGE","Clive Cussler and Boyd Morrison","9780399175961",16,281,8430,480
"THE COLLECTOR","Nora Roberts","9780399164453",17,281,8430,510
"BARKSKINS","Annie Proulx","9780743288781",18,281,8430,540
"15TH AFFAIR","James Patterson and Maxine Paetro","9780316407076",19,281,8430,570
"DOMINANCE NEVER DIES","Lexi Blake","9781937608514",20,281,8430,600
"END OF WATCH","Stephen King","9781501129742",1,280,8400,30
"ME BEFORE YOU","Jojo Moyes","9780670026609",2,280,8400,60
"CROSS KILL","James Patterson","9780316317146",3,280,8400,90
"DISHONORABLE INTENTIONS","Stuart Woods","9780399573910",4,280,8400,120
"AFTER YOU","Jojo Moyes","9780525426592",5,280,8400,150
"THE HOUSE OF SECRETS","Brad Meltzer and Tod Goldberg","9781455559497",6,280,8400,180
"BEFORE THE FALL","Noah Hawley","9781455561780",7,280,8400,210
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",8,280,8400,240
"THE EMPEROR'S REVENGE","Clive Cussler and Boyd Morrison","9780399175961",9,280,8400,270
"ZOO 2","James Patterson with Max DiLallo","9780316317122",10,280,8400,300
"15TH AFFAIR","James Patterson and Maxine Paetro","9780316407076",11,280,8400,330
"THE LAST MILE","David Baldacci","9781455586455",12,280,8400,360
"THE WEEKENDERS","Mary Kay Andrews","9781250065940",13,280,8400,390
"THE COLLECTOR","Nora Roberts","9780399164453",14,280,8400,420
"A MAN CALLED OVE","Fredrik Backman","9781476738024",15,280,8400,450
"MARRYING WINTERBORNE","Lisa Kleypas","9780062371850",16,280,8400,480
"AMERICA'S FIRST DAUGHTER","Stephanie Dray and Laura Kamoie","9780062347275",17,280,8400,510
"ALL SUMMER LONG","Dorothea Benton Frank","9780062390752",18,280,8400,540
"THE NIGHTINGALE","Kristin Hannah","9780312577223",19,280,8400,570
"I ALMOST FORGOT ABOUT YOU","Terry McMillan","9781101902578",20,280,8400,600
"ME BEFORE YOU","Jojo Moyes","9780670026609",1,279,8370,30
"THE EMPEROR'S REVENGE","Clive Cussler and Boyd Morrison","9780399175961",2,279,8370,60
"MARRYING WINTERBORNE","Lisa Kleypas","9780062371850",3,279,8370,90
"BEFORE THE FALL","Noah Hawley","9781455561780",4,279,8370,120
"ALL SUMMER LONG","Dorothea Benton Frank","9780062390752",5,279,8370,150
"AFTER YOU","Jojo Moyes","9780525426592",6,279,8370,180
"15TH AFFAIR","James Patterson and Maxine Paetro","9780316407076",7,279,8370,210
"A HERO OF FRANCE","Alan Furst","9780812996494",8,279,8370,240
"THE LAST MILE","David Baldacci","9781455586455",9,279,8370,270
"THE WEEKENDERS","Mary Kay Andrews","9781250065940",10,279,8370,300
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",11,279,8370,330
"INTO THE WHIRLWIND","Kat Martin","9781420139020",12,279,8370,360
"A MAN CALLED OVE","Fredrik Backman","9781476738024",13,279,8370,390
"THE NEST","Cynthia D'Aprix Sweeney","9780062414212",14,279,8370,420
"THE CITY OF MIRRORS","Justin Cronin","9780345505002",15,279,8370,450
"THE ISLAND HOUSE","Nancy Thayer","9781101967041",16,279,8370,480
"MODERN LOVERS","Emma Straub","9781594634673",17,279,8370,510
"THE COLLECTOR","Nora Roberts","9780399164453",18,279,8370,540
"THE NIGHTINGALE","Kristin Hannah","9780312577223",19,279,8370,570
"THE SURGEON","Tess Gerritsen","9780345449436",20,279,8370,600
"ME BEFORE YOU","Jojo Moyes","9780670026609",1,278,8340,30
"THE CITY OF MIRRORS","Justin Cronin","9780345505002",2,278,8340,60
"15TH AFFAIR","James Patterson and Maxine Paetro","9780316407076",3,278,8340,90
"THE LAST MILE","David Baldacci","9781455586455",4,278,8340,120
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",5,278,8340,150
"AFTER YOU","Jojo Moyes","9780525426592",6,278,8340,180
"THE WEEKENDERS","Mary Kay Andrews","9781250065940",7,278,8340,210
"THE NEST","Cynthia D'Aprix Sweeney","9780062414212",8,278,8340,240
