"title","author","ISBN","rank","week","description","bestsellers_date","pub","img_url","big_image_url","week_text"
"TWO BY TWO","Nicholas Sparks","9781455520695",10,309,"A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9781455520695-M.jpg","https://covers.openlibrary.org/b/isbn/9781455520695-L.jpg","December 31, 2016"
"MILK AND HONEY","Rupi Kaur","9781449474256",11,309,"Poetic approaches to surviving adversity and loss.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9781449474256-M.jpg","https://covers.openlibrary.org/b/isbn/9781449474256-L.jpg","December 31, 2016"
"THE ALCHEMIST","Paulo Coelho","9780061122415",12,309,"In this fable, a Spanish shepherd boy ventures to Egypt in search of treasure and his destiny. First  published in 1993.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9780061122415-M.jpg","https://covers.openlibrary.org/b/isbn/9780061122415-L.jpg","December 31, 2016"
"SMALL GREAT THINGS","Jodi Picoult","9780345544957",13,309,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9780345544957-M.jpg","https://covers.openlibrary.org/b/isbn/9780345544957-L.jpg","December 31, 2016"
"THE MURDER HOUSE","James Patterson and David Ellis","9780316410984",14,309,"When bodies are found at a Hamptons estate where a series of grisly murders once occurred, a local detective and former New York City cop investigates.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9780316410984-M.jpg","https://covers.openlibrary.org/b/isbn/9780316410984-L.jpg","December 31, 2016"
"THE UNDERGROUND RAILROAD","Colson Whitehead","9780385542364",15,309,"A teenage girl heads north on the network that helped slaves escape to freedom, envisioned in this novel as a secret system of actual tracks and tunnels.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9780385542364-M.jpg","https://covers.openlibrary.org/b/isbn/9780385542364-L.jpg","December 31, 2016"
"WYOMING BRAVE","Diana Palmer","9780373789948",16,309,"Ren Colter, a wealthy rancher, protects a beautiful woman from a stalker.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9780373789948-M.jpg","https://covers.openlibrary.org/b/isbn/9780373789948-L.jpg","December 31, 2016"
"DARK MATTER","Blake Crouch","9781101904220",17,309,"A quantum physicist is drawn into an alternate reality of tech-savvy criminals.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9781101904220-M.jpg","https://covers.openlibrary.org/b/isbn/9781101904220-L.jpg","December 31, 2016"
"THE NIGHTINGALE","Kristin Hannah","9780312577223",18,309,"Two sisters are separated in World War II France: one in the countryside, the other in Paris.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9780312577223-M.jpg","https://covers.openlibrary.org/b/isbn/9780312577223-L.jpg","December 31, 2016"
"NIGHT SCHOOL","Lee Child","9780804178808",19,309,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A.",2016-12-31,2017-01-15,"https://covers.openlibrary.org/b/isbn/9780804178808-M.jpg","https://covers.openlibrary.org/b/isbn/9780804178808-L.jpg","December 31, 2016"
"UNTIL ASHLYN","Aurora Rose Reynolds",NA,20,309,"An impulsive Vegas wedding turns out to have staying power, but who is trying to permanently snuff the newlyweds' happiness?",2016-12-31,2017-01-15,"assets/na.jpg","","December 31, 2016"
"THE WHISTLER","John Grisham","9780385541190",1,308,"A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780385541190-M.jpg","https://covers.openlibrary.org/b/isbn/9780385541190-L.jpg","December 24, 2016"
"A DOG'S PURPOSE","W Bruce Cameron","9780765326263",2,308,"A canine narrator undergoes a series of reincarnations.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780765326263-M.jpg","https://covers.openlibrary.org/b/isbn/9780765326263-L.jpg","December 24, 2016"
"CROSS THE LINE","James Patterson","9780316407090",3,308,"Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780316407090-M.jpg","https://covers.openlibrary.org/b/isbn/9780316407090-L.jpg","December 24, 2016"
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",4,308,"A psychological thriller set in the environs of London is full of complications and betrayals.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9781594633669-M.jpg","https://covers.openlibrary.org/b/isbn/9781594633669-L.jpg","December 24, 2016"
"TWO BY TWO","Nicholas Sparks","9781455520695",5,308,"A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9781455520695-M.jpg","https://covers.openlibrary.org/b/isbn/9781455520695-L.jpg","December 24, 2016"
"A MAN CALLED OVE","Fredrik Backman","9781476738024",6,308,"A curmudgeon's gruff exterior masks a generosity of spirit. Originally published in Sweden in 2014.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9781476738024-M.jpg","https://covers.openlibrary.org/b/isbn/9781476738024-L.jpg","December 24, 2016"
"THE UNDERGROUND RAILROAD","Colson Whitehead","9780385542364",7,308,"A teenage girl heads north on the network that helped slaves escape to freedom, envisioned in this novel as a secret system of actual tracks and tunnels.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780385542364-M.jpg","https://covers.openlibrary.org/b/isbn/9780385542364-L.jpg","December 24, 2016"
"NO MAN'S LAND","David Baldacci","9781455586516",8,308,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30  years ago.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9781455586516-M.jpg","https://covers.openlibrary.org/b/isbn/9781455586516-L.jpg","December 24, 2016"
"SMALL GREAT THINGS","Jodi Picoult","9780345544957",9,308,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780345544957-M.jpg","https://covers.openlibrary.org/b/isbn/9780345544957-L.jpg","December 24, 2016"
"TOM CLANCY TRUE FAITH AND ALLEGIANCE","Mark Greaney","9780399176814",10,308,"Jack Ryan Sr. is still president, while Jack Jr., working for a secret organization, works to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780399176814-M.jpg","https://covers.openlibrary.org/b/isbn/9780399176814-L.jpg","December 24, 2016"
"NIGHT SCHOOL","Lee Child","9780804178808",11,308,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780804178808-M.jpg","https://covers.openlibrary.org/b/isbn/9780804178808-L.jpg","December 24, 2016"
"MELT","Helen Hardt","9781943893201",12,308,"The oldest Steel brother turns to a therapist grappling with her own inadequacy issues.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9781943893201-M.jpg","https://covers.openlibrary.org/b/isbn/9781943893201-L.jpg","December 24, 2016"
"MILK AND HONEY","Rupi Kaur","9781449474256",13,308,"Poetic approaches to surviving adversity and loss.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9781449474256-M.jpg","https://covers.openlibrary.org/b/isbn/9781449474256-L.jpg","December 24, 2016"
"TURBO TWENTY-THREE","Janet Evanovich","9780345543004",14,308,"The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780345543004-M.jpg","https://covers.openlibrary.org/b/isbn/9780345543004-L.jpg","December 24, 2016"
"ISLAND OF GLASS","Nora Roberts","9780425280126",15,308,"A trilogy concludes with the guardians heading to Ireland in search of the Star of Ice.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780425280126-M.jpg","https://covers.openlibrary.org/b/isbn/9780425280126-L.jpg","December 24, 2016"
"THE ALCHEMIST","Paulo Coelho","9780061122415",16,308,"A Spanish shepherd boy ventures to Egypt in search of treasure and his destiny.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780061122415-M.jpg","https://covers.openlibrary.org/b/isbn/9780061122415-L.jpg","December 24, 2016"
"THE WRONG SIDE OF GOODBYE","Michael Connelly","9780316225946",17,308,"The detective Harry Bosch aids a billionaire in search of a possible heir.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780316225946-M.jpg","https://covers.openlibrary.org/b/isbn/9780316225946-L.jpg","December 24, 2016"
"ONE FELL SWEEP","Ilona Andrews","9781943772711",18,308,"The proprietor of a bed-and-breakfast must find her missing parents while keeping her otherworldly guests safe.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9781943772711-M.jpg","https://covers.openlibrary.org/b/isbn/9781943772711-L.jpg","December 24, 2016"
"ALL THE LIGHT WE CANNOT SEE","Anthony Doerr","9781476746586",19,308,"The lives of a blind French girl and a gadget-obsessed German boy before and during World War II.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9781476746586-M.jpg","https://covers.openlibrary.org/b/isbn/9781476746586-L.jpg","December 24, 2016"
"THE MURDER HOUSE","James Patterson and David Ellis","9780316410984",20,308,"When bodies are found at a Hamptons estate where a series of grisly murders once occurred, a local detective and former New York City cop investigates.",2016-12-24,2017-01-08,"https://covers.openlibrary.org/b/isbn/9780316410984-M.jpg","https://covers.openlibrary.org/b/isbn/9780316410984-L.jpg","December 24, 2016"
"THE WHISTLER","John Grisham","9780385541190",1,307,"A whistleblower alerts a Florida investigator to judicial corruption involving the Mob and Indian casinos.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780385541190-M.jpg","https://covers.openlibrary.org/b/isbn/9780385541190-L.jpg","December 17, 2016"
"CROSS THE LINE","James Patterson","9780316407090",2,307,"Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780316407090-M.jpg","https://covers.openlibrary.org/b/isbn/9780316407090-L.jpg","December 17, 2016"
"A MAN CALLED OVE","Fredrik Backman","9781476738024",3,307,"A curmudgeon's gruff exterior masks a generosity of spirit. Originally published in Sweden in 2014.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9781476738024-M.jpg","https://covers.openlibrary.org/b/isbn/9781476738024-L.jpg","December 17, 2016"
"A DOG'S PURPOSE","W Bruce Cameron","9780765326263",4,307,"A canine narrator undergoes a series of reincarnations.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780765326263-M.jpg","https://covers.openlibrary.org/b/isbn/9780765326263-L.jpg","December 17, 2016"
"THE SEVENTH PLAGUE","James Rollins","9780062381682",5,307,"The 12th Sigma Force thriller follows a deadly pathogen in Egypt and a Russian assassin in the Arctic.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780062381682-M.jpg","https://covers.openlibrary.org/b/isbn/9780062381682-L.jpg","December 17, 2016"
"TOM CLANCY TRUE FAITH AND ALLEGIANCE","Mark Greaney","9780399176814",6,307,"Jack Ryan Sr. is still president, while Jack Jr., working for a secret organization, works to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780399176814-M.jpg","https://covers.openlibrary.org/b/isbn/9780399176814-L.jpg","December 17, 2016"
"THE GIRL ON THE TRAIN","Paula Hawkins","9781594633669",7,307,"A psychological thriller set in the environs of London is full of complications and betrayals.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9781594633669-M.jpg","https://covers.openlibrary.org/b/isbn/9781594633669-L.jpg","December 17, 2016"
"THE UNDERGROUND RAILROAD","Colson Whitehead","9780385542364",8,307,"A teenage girl heads north on the network that helped slaves escape to freedom, envisioned in this novel as a secret system of actual tracks and tunnels.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780385542364-M.jpg","https://covers.openlibrary.org/b/isbn/9780385542364-L.jpg","December 17, 2016"
"TWO BY TWO","Nicholas Sparks","9781455520695",9,307,"A man who became a single father when his marriage and business collapsed learns to take a chance on a new love.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9781455520695-M.jpg","https://covers.openlibrary.org/b/isbn/9781455520695-L.jpg","December 17, 2016"
"NO MAN'S LAND","David Baldacci","9781455586516",10,307,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30  years ago.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9781455586516-M.jpg","https://covers.openlibrary.org/b/isbn/9781455586516-L.jpg","December 17, 2016"
"ISLAND OF GLASS","Nora Roberts","9780425280126",11,307,"A trilogy concludes with the guardians heading to Ireland in search of the Star of Ice.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780425280126-M.jpg","https://covers.openlibrary.org/b/isbn/9780425280126-L.jpg","December 17, 2016"
"NIGHT SCHOOL","Lee Child","9780804178808",12,307,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780804178808-M.jpg","https://covers.openlibrary.org/b/isbn/9780804178808-L.jpg","December 17, 2016"
"SMALL GREAT THINGS","Jodi Picoult","9780345544957",13,307,"A medical crisis entangles a black nurse, a white supremacist father and a white lawyer.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780345544957-M.jpg","https://covers.openlibrary.org/b/isbn/9780345544957-L.jpg","December 17, 2016"
"MILK AND HONEY","Rupi Kaur","9781449474256",14,307,"Poetic approaches to surviving adversity and loss.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9781449474256-M.jpg","https://covers.openlibrary.org/b/isbn/9781449474256-L.jpg","December 17, 2016"
"TURBO TWENTY-THREE","Janet Evanovich","9780345543004",15,307,"The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780345543004-M.jpg","https://covers.openlibrary.org/b/isbn/9780345543004-L.jpg","December 17, 2016"
"THE WRONG SIDE OF GOODBYE","Michael Connelly","9780316225946",16,307,"The detective Harry Bosch aids a billionaire in search of a possible heir.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780316225946-M.jpg","https://covers.openlibrary.org/b/isbn/9780316225946-L.jpg","December 17, 2016"
"THE CHEMIST","Stephenie Meyer","9780316387835",17,307,"A specialist in chemically controlled torture, on the run from her former employers, takes on one last job.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9780316387835-M.jpg","https://covers.openlibrary.org/b/isbn/9780316387835-L.jpg","December 17, 2016"
"LIGHT AFTER DARK","Marie Force","9781946136039",18,307,"In the latest Gansett Island novel, Mallory returns to the family fold, drawn by a new job and a new love.",2016-12-17,2017-01-01,"https://covers.openlibrary.org/b/isbn/9781946136039-M.jpg","https://covers.openlibrary.org/b/isbn/9781946136039-L.jpg","December 17, 2016"
